TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Name
2023-11-24 14:43:40.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D0F8,OTT감상
2023-11-24 14:43:41.565,0,0.5191192297948042,0.4926791813395814,0,0,0.1131170652275317,0.2699278824466118,0,0,0.1147479314324433,0.9321073549229997,0,0,0.004209752308315716,0.9171584813671279,0,0,-0.08316960961920941,0.9613996494905668,0,0,783.6996336996338,769.1941391941392,0,365.4578754578754,0.052612,0.196411,0.977173,2.130890,-4.785156,-1.764526,1,2,1,1,2,100.000000,
2023-11-24 14:43:42.565,0,0.556938283838436,0.4450297343999755,0,0,0.1345206121633491,0.3864331207052106,0,0,0.1009827677910004,0.9321073549229997,0,0,0.008110442432157999,0.9277537201046794,0,0,-0.09782425951568556,0.8538411058922951,0,774.8351648351648,807.4725274725275,816.3369963369963,666.8498168498169,514.5421245421246,0.055420,0.188232,0.981628,2.115936,-4.687958,-1.704712,1,4,1,1,4,100.000000,
2023-11-24 14:43:43.565,0,0.5574127058387114,0.5858607398220482,0,0,0.3643565076096934,0.5473091252392032,0,0,0.2613876658169232,0.9217610817122347,0,0,0.05401288726301044,0.9033048135078363,0,0,-0.007036789475130115,0.8106177493971507,0,424.2857142857143,810.6959706959707,821.1721611721612,321.1355311355312,358.2051282051282,0.063904,0.191345,0.982910,2.975769,-4.216919,-2.265472,1,4,1,1,2,100.000000,,
2023-11-24 14:43:44.565,0,0.3964394715336753,0.426655424337356,0,0,0.1938937152756388,0.2638282764495734,0,0,0.1045936151328836,0.3441426771809596,0,0,0.07838626705301466,0.9311288070652239,0,0,0.03785616665600933,0.7670992637546359,0,603.1868131868132,824.3956043956044,784.9084249084249,599.5604395604396,339.6703296703297,0.061340,0.187378,0.977661,3.484192,-4.082336,-1.540222,1,4,1,1,2,100.000000,,
2023-11-24 14:43:45.574,0,0.3611631055657658,0.4862502503585746,0,0,0.1936714061628594,0.3926881775599335,0,0,0.2286036683301708,0.5844647213211071,0,0,0.07685024477375245,0.912301289130952,0,0,-0.04093294337129782,0.729906798774317,0,167.6190476190476,795.7875457875458,808.2783882783883,20.14652014652015,325.5677655677656,0.064392,0.194214,0.980103,2.549591,-4.201965,-1.809387,1,4,1,1,4,100.000000,
2023-11-24 14:43:46.565,0,0.8925161567182908,0.5633942408358777,0,0,0.5766389832082564,0.5185026503314095,0,0,0.3793646883856546,0.508783023623288,0,0,-0.1209257351229885,0.908617558932143,0,0,-0.1701807871693127,0.6440602552056001,0,599.5604395604396,804.2490842490843,813.919413919414,504.8717948717949,372.7106227106227,0.067017,0.191772,0.983337,2.579498,-4.112244,-1.547699,1,4,1,1,4,100.000000,
2023-11-24 14:43:47.565,0,0.6272066718130064,0.1776377706770438,0,0,0.3641568829054773,0.1344892162016401,0,0,0.3457250902338494,0.3570215700483656,0,0,-0.101172144893109,0.7060218753404545,0,0,-0.1322676876749015,0.7215554453881706,0,728.4981684981685,806.6666666666667,796.996336996337,626.959706959707,424.2857142857143,0.066406,0.190613,0.983643,2.377625,-4.089813,-2.033691,1,4,1,1,2,100.000000,
2023-11-24 14:43:48.566,0,0.4310389770646335,0.5232731535329579,0,0,0.1431371654546049,0.5031244855468361,0,0,0.2466782531061082,0.8191893605435348,0,0,0.001378606490099745,0.7069868749211581,0,0,-0.1740436482692439,0.7768467270321615,0,406.5567765567766,802.2344322344322,806.2637362637363,312.6739926739927,316.7032967032967,0.065552,0.191833,0.978271,1.338348,-4.358978,-2.078552,1,4,1,1,4,100.000000,
2023-11-24 14:43:49.568,0,0.6075513578003976,0.833435206381371,0,0,0.2729690475402953,0.7654480400093335,0,0,0.2828119246140958,0.818844419814431,0,0,0.1034452845528682,0.6821879510260195,0,0,-0.0818866436094966,0.7397443044054397,0,608.4249084249085,819.5604395604396,781.2820512820513,598.7545787545788,579.4139194139194,0.038513,0.144348,0.987183,-3.529053,-2.878571,-4.493561,1,2,1,1,4,100.000000,
2023-11-24 14:43:50.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:43:50.565,0,0.1063807534702632,0.3534447406974286,0,0,0.08695866679913279,0.3979872931953576,0,0,0.4014061861198374,0.281106280205354,0,0,0.1228115186194436,0.8050059101707348,0,0,-0.0774744344265052,0.6787168015033797,0,1080.25641025641,817.948717948718,801.025641025641,916.6666666666667,552.4175824175825,0.073120,0.173828,0.982239,2.056122,-4.119720,-2.153320,1,4,1,1,4,100.000000,
2023-11-24 14:43:50.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:43:51.565,0,0.9819923308498075,0.8780581347223562,0,0,1.028223197567797,0.7779861273973057,0,0,0.8958531602244095,0.6620451270981589,0,0,0.2637472267537671,0.6743804283791368,0,0,-0.05648665585816257,0.7276206008397964,0,599.1575091575091,802.6373626373627,791.3553113553114,599.9633699633699,436.7765567765568,0.056213,0.179932,0.979919,3.028107,-3.229980,-2.041168,1,4,1,1,2,100.000000,
2023-11-24 14:43:52.564,0,1.121919910652587,1.188617513433928,0,0,1.086600269099935,1.144129151683622,0,0,0.8962179780728275,0.6512173792792626,0,0,0.2928288001939549,0.5988080362122398,0,0,-0.0903698006487875,0.6256201762641499,0,163.5897435897436,858.2417582417582,848.5714285714286,160.3663003663004,1106.446886446887,0.044861,0.179382,0.979004,3.372040,-3.872986,-2.071075,1,4,1,1,2,100.000000,
2023-11-24 14:43:53.565,0,0.647482687145755,1.188617513433928,0,0,0.3983188889125477,1.144129151683622,0,0,0.1303515249268839,0.6512173792792626,0,0,0.06206729495464714,0.5988080362122398,0,0,-0.2162837316911119,0.6256201762641499,0,1552.087912087912,812.7106227106227,791.3553113553114,1448.534798534798,790.1465201465202,0.058533,0.195923,0.981750,2.915955,-3.581390,-3.663635,1,4,1,1,2,100.000000,
2023-11-24 14:43:54.566,0,-0.392880797937497,-0.228841907252797,0,0,-0.06055501112905939,-0.2055759247812387,0,0,-0.06965979378660557,0.4921992736228262,0,0,0.05287008243137879,0.8631569850682768,0,0,-0.08843023701894143,0.5368357584417317,0,679.3406593406594,812.3076923076924,838.0952380952381,612.8571428571429,407.7655677655678,0.059143,0.197327,0.981750,2.153320,-4.291687,-1.727142,1,4,1,1,2,100.000000,
2023-11-24 14:43:55.572,0,0.7833152219284526,0.4283360729978717,0,0,0.6540622436591758,0.4976705700920958,0,0,0.7211130509431254,0.7093625108670408,0,0,0.04356621108876906,0.8132637340186369,0,0,-0.1368605548394051,0.5217415608486632,0,1296.227106227106,815.1282051282052,803.040293040293,1116.520146520146,766.3736263736264,0.062866,0.194580,0.978149,2.362671,-4.366455,-1.592560,1,4,1,1,2,100.000000,
2023-11-24 14:43:56.572,0,0.806906754371406,0.2751297736925554,0,0,0.5781191784437817,0.3607223343091931,0,0,0.7272735945701589,0.4033513013480489,0,0,0.05462501959409481,0.7057082594261539,0,0,-0.2802276380719586,0.7390479435396731,0,601.5750915750916,808.6813186813187,798.6080586080586,599.5604395604396,347.7289377289378,0.063293,0.197571,0.978821,2.429962,-4.800110,-1.779480,1,4,1,1,2,100.000000,
2023-11-24 14:43:57.565,0,0.03443372367899868,0.1917954568481159,0,0,-0.3302249863705332,0.09007116631417436,0,0,-0.1983051113678374,0.3996897367847737,0,0,0.03258817792168438,0.6435653272342371,0,0,-0.224327853735151,0.6704803665652872,0,168.021978021978,812.7106227106227,806.6666666666667,161.1721611721612,1137.472527472527,0.060791,0.190918,0.980225,2.444916,-4.209442,-1.958923,1,2,1,1,2,100.000000,
2023-11-24 14:43:57.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:43:57.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:43:58.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:43:58.565,0,0.118974282037309,0.6649662499110637,0,0,-0.02085790868354616,0.4288434957902099,0,0,0.2737301050563486,0.4180689174205492,0,0,-0.1441033069195753,0.506126691512426,0,0,-0.2071097612391546,0.3655649260927117,0,8.058608058608058,794.981684981685,805.8608058608058,1596.410256410256,892.0879120879121,0.061096,0.197937,0.979675,2.766418,-4.254303,-1.555176,1,2,1,1,2,100.000000,
2023-11-24 14:43:59.565,0,0.4296890109483049,0.7961899206300164,0,0,0.2944477742689564,0.5630568883544603,0,0,0.3170291637844346,0.4503629458287149,0,0,0.02838524499350923,0.5924522162545237,0,0,-0.1939126007657842,0.3581509488617179,0,161.978021978022,800.2197802197802,813.1135531135532,159.1575091575092,1027.875457875458,0.065308,0.193176,0.981079,2.699127,-4.044952,-1.622467,1,2,1,1,4,100.000000,
2023-11-24 14:44:00.565,0,0.1150231921468438,0.09299408510922084,0,0,-0.01102070286213924,-0.02610527798305467,0,0,0.101561950983797,0.3406285510320374,0,0,0.005800121166041064,0.8391670780854973,0,0,-0.2126935329318611,0.5887522131242585,0,1542.014652014652,807.0695970695971,816.3369963369963,1378.021978021978,759.1208791208792,0.056824,0.193115,0.982788,2.130890,-4.082336,-2.444916,1,2,1,1,2,100.000000,
2023-11-24 14:44:01.564,0,0.7553939869268765,0.2898388606613672,0,0,0.3195569004711261,-0.09484015910465753,0,0,0.2994336837918692,0.1895178834320101,0,0,0.006642483870840286,0.9897863514251466,0,0,-0.2229452259048849,0.7087839167202741,0,156.7399267399267,811.5018315018315,809.0842490842491,151.0989010989011,1012.161172161172,0.032654,0.167969,0.988770,2.130890,2.123413,-0.897217,1,4,1,1,4,100.000000,
2023-11-24 14:44:02.564,0,1.09772338804107,0.348352736081065,0,0,0.5537406301538004,-0.1497601050462552,0,0,0.5694693495115556,0.1895178834320101,0,0,0.04670804732197891,1.015338856206025,0,0,0.106165841842767,0.7295018150942215,0,193.4065934065934,805.4578754578755,801.8315018315019,182.9304029304029,1115.311355311355,0.057129,0.165649,0.987854,2.527161,-4.261780,-2.168274,1,4,1,1,4,100.000000,
2023-11-24 14:44:02.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:03.565,0,0.6773756834871707,0.5430993320349944,0,0,0.1833776589961403,0.4320788145736385,0,0,0.5497259653888534,0.7242949949599472,0,0,0.004423079914714852,0.52860970143454,0,0,-0.01912274614448305,0.4860897128933897,0,135.7875457875458,809.8901098901099,805.4578754578755,87.83882783882784,1049.6336996337,0.056702,0.167419,0.985413,3.043060,-4.598236,-1.697235,1,2,1,1,2,100.000000,
2023-11-24 14:44:04.565,0,-0.3038859151917492,0.1497356542325008,0,0,-0.05702596466958064,0.02308947260905396,0,0,0.004256182939064461,0.3708836421776682,0,0,0.07485189275852064,0.5119788451677235,0,0,-0.1578793865980538,0.3748734698005497,0,179.7069597069597,803.8461538461539,797.8021978021978,164.3956043956044,1174.542124542125,0.058289,0.162170,0.981018,2.527161,-3.850555,-2.115936,1,2,1,1,4,100.000000,
2023-11-24 14:44:04.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:05.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:05.568,0,-0.2387993812222595,0.6351233027657608,0,0,-0.1791310224233634,0.3588983306068634,0,0,0.03517589439659195,0.2977404893742548,0,0,0.0816192184760581,0.4245221721283513,0,0,-0.3159618330905112,0.07582999217838877,0,99.92673992673993,805.0549450549451,796.996336996337,134.981684981685,1301.465201465202,0.056763,0.171936,0.980286,2.743988,-3.872986,-2.145844,1,2,1,1,2,100.000000,
2023-11-24 14:44:06.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:06.565,0,0.4601334300630106,0.9319184620460397,0,0,0.1349660362302436,0.515583605557786,0,0,0.1950869536331464,0.2556120025739993,0,0,-0.1854078418368556,0.5111348284214534,0,0,-0.3901472216150008,0.02139702959779829,0,155.9340659340659,805.0549450549451,817.948717948718,161.1721611721612,1169.304029304029,0.059509,0.170166,0.983032,3.072968,-4.613190,0.022430,1,2,1,1,2,100.000000,
2023-11-24 14:44:06.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:06.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:07.565,0,0.3354822944185818,0.6003597764821487,0,0,0.1112364733199556,-0.05678489473710945,0,0,0.3090580559934731,0.3173766014371478,0,0,-0.1271215264869959,0.5073899225544327,0,0,-0.288301485312994,0.1422100511110773,0,136.1904761904762,802.6373626373627,790.952380952381,164.3956043956044,1255.531135531136,0.066345,0.171875,0.984802,2.841187,-4.074860,-2.130890,1,4,1,1,2,100.000000,
2023-11-24 14:44:08.565,0,0.1268240828358455,0.2749311461605745,0,0,0.05975794130395496,-0.108355732160039,0,0,0.06672721551461072,0.5189546294686082,0,0,-0.06655066660987359,0.3673013180956337,0,0,-0.2663381211303989,0.01637908054000466,0,1269.230769230769,808.2783882783883,794.981684981685,1369.56043956044,1216.849816849817,0.065186,0.168152,0.984192,2.317810,-4.411316,-1.839294,1,2,1,1,2,100.000000,
2023-11-24 14:44:08.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:08.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:09.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:09.569,0,1.107780860980047,0.8602401669674546,0,0,0.794071115866993,0.4566778495540465,0,0,0.6408100898673355,0.7046792736868638,0,0,0.05336348850758933,0.5268626328387387,0,0,-0.3118977999179449,0.2027941278205724,0,168.4249084249084,799.0109890109891,801.4285714285714,187.7655677655678,1255.128205128205,0.064636,0.175110,0.988159,2.631836,-4.486084,-1.786957,1,4,1,1,2,100.000000,
2023-11-24 14:44:10.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:10.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:10.573,0,0.9484865168866092,0.5280090343065219,0,0,0.6942182303313776,0.3833637018697973,0,0,0.6220703367074135,0.5631047752845628,0,0,-0.03749077814004044,0.4234145919820337,0,0,-0.3597625391406521,0.2111910763915481,0,1408.241758241758,801.025641025641,803.4432234432235,1512.600732600733,1239.81684981685,0.062134,0.170837,0.982117,2.557068,-4.515991,-2.011261,1,4,1,1,4,100.000000,
2023-11-24 14:44:11.575,0,0.1127821095807318,0.154036557892808,0,0,-0.02922357019384835,0.03310833390726211,0,0,0.1611453437414431,0.1141972022334172,0,0,-0.1198783985457777,0.1495557540574645,0,0,-0.3680931197654302,0.09780274021879688,0,190.5860805860806,801.8315018315019,801.4285714285714,189.7802197802198,1200.32967032967,0.063843,0.171814,0.983948,2.661743,-4.949646,-1.405640,1,4,1,1,4,100.000000,
2023-11-24 14:44:11.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:12.565,0,0.5613064958678227,0.3290977933540848,0,0,0.3251810553361236,0.2283966044204121,0,0,0.3934720267112385,0.2213662268588751,0,0,-0.05916377906218818,0.1690665865351607,0,0,-0.370257430185322,-0.1349707122790781,0,1542.417582417582,798.6080586080586,801.8315018315019,1631.868131868132,1270.03663003663,0.066589,0.173157,0.985168,2.467346,-3.985138,-2.467346,1,4,1,1,2,100.000000,
2023-11-24 14:44:12.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:13.565,0,0.4784029220033468,-0.03817052697581225,0,0,0.2910281871229135,-0.002096192646127816,0,0,0.3176733958692704,0.5489055705645401,0,0,-0.1049360088762246,0.5126335993211178,0,0,-0.3917573248988921,0.6022681277919919,0,1017.802197802198,799.4139194139194,785.7142857142858,1089.120879120879,1047.216117216117,0.064270,0.173279,0.983948,2.377625,-4.246826,-1.794434,1,2,1,1,4,100.000000,
2023-11-24 14:44:14.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:14.566,0,0.1307601359557232,-0.05287387245432323,0,0,-0.04644392950182595,-0.073011805381219,0,0,0.2365227934159516,0.5038529400693661,0,0,-0.1397842548811864,0.4925319873597686,0,0,-0.2761776369430869,0.4594199231194891,0,808.2783882783883,802.2344322344322,810.6959706959707,900.1465201465202,951.3186813186813,0.062988,0.171631,0.985352,2.250519,-4.216919,-2.190704,1,2,1,1,2,100.000000,
2023-11-24 14:44:14.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:15.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:15.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:15.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:15.575,0,-0.3423589733394699,-0.4994055228739674,0,0,-0.2187443642749962,-0.2530780533067772,0,0,0.1876439745981926,0.307669336603462,0,0,-0.2475460689488733,0.3160487954148038,0,0,-0.2043164829819553,0.07276986594013526,0,1103.223443223443,801.4285714285714,809.0842490842491,1176.959706959707,1160.43956043956,0.065002,0.174805,0.988342,2.392578,-4.403839,-1.794434,1,2,1,1,4,100.000000,
2023-11-24 14:44:15.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:16.564,0,-0.3663283925656881,-0.1975158268902453,0,0,-0.1550964820706959,-0.2648538930847792,0,0,0.06576821853732094,0.1609838833871904,0,0,0.003385017338039132,0.331754869258003,0,0,-0.3286372137228593,0.02350931293435846,0,848.5714285714286,802.6373626373627,811.5018315018315,839.7069597069598,1010.952380952381,0.064880,0.177063,0.979797,2.362671,-4.366455,-1.667328,1,2,1,1,4,100.000000,
2023-11-24 14:44:16.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:17.565,0,-0.2487951781878754,0.03301618174536506,0,0,-0.3707937514406376,-0.3397791061334146,0,0,-0.04653675690489696,0.0342444624039601,0,0,0.1255154614946734,0.4953699454154116,0,0,-0.5164911475223251,0.3504572124984137,0,237.3260073260073,804.2490842490843,802.6373626373627,383.992673992674,716.4102564102565,0.068237,0.176025,0.984680,2.527161,-4.396362,-2.003784,1,2,1,1,2,100.000000,
2023-11-24 14:44:17.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:17.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:18.567,0,-0.2685548112652269,0.2787177826935864,0,0,-0.05918036468089627,-0.02884556732536788,0,0,-0.1558490114326067,0.1800179227371594,0,0,0.02687540413449346,0.4126175200620854,0,0,-0.3088442253320848,0.2335360062791028,0,990.8058608058608,804.6520146520147,797.8021978021978,1001.282051282051,1076.630036630037,0.064514,0.168396,0.984192,2.444916,-4.089813,-2.048645,1,4,1,1,4,100.000000,
2023-11-24 14:44:18.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:19.565,0,-0.4502768045896115,0.3383154278654065,0,0,-0.1622940906676289,0.01777585392463334,0,0,-0.1784819833465011,0.2175236873411084,0,0,0.02011675836531007,0.3527046540811996,0,0,-0.2702820181030025,-0.02000422893497045,0,460.1465201465202,805.4578754578755,803.040293040293,598.7545787545788,744.6153846153846,0.071777,0.171570,0.985779,3.267365,-4.164581,-2.437439,1,4,1,1,2,100.000000,
2023-11-24 14:44:19.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:20.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:20.569,0,0.3402562052805334,0.2306005256431431,0,0,0.6754512527598108,-0.007244622259303239,0,0,0.6149708052473071,0.01281903205804655,0,0,0.2101787703056493,0.2525021297614992,0,0,-0.3724422473730185,0.111306466099686,0,1006.117216117216,797.3992673992674,803.8461538461539,1017.399267399267,1112.087912087912,0.066101,0.173828,0.984009,2.788849,-4.127197,-1.936493,1,2,1,1,2,100.000000,
2023-11-24 14:44:20.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:21.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
2023-11-24 14:44:21.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,
